round,steps,score,reward,epsilon
424,6,0,-51.6,0.6543
425,14,1,-13.4,0.6536
426,17,0,-55.7,0.653
427,25,0,-60.5,0.6523
428,28,3,-5.8,0.6517
429,8,0,-41.8,0.651
430,18,0,-34.8,0.6504
431,30,1,-19.0,0.6497
432,27,0,-24.7,0.6491
433,65,4,23.5,0.6484
434,144,13,194.6,0.6478
435,44,1,-17.4,0.6471
436,18,0,-41.8,0.6465
437,23,1,-27.3,0.6458
438,25,1,-20.5,0.6452
439,14,0,-30.4,0.6445
440,25,0,-40.5,0.6439
441,45,1,-18.5,0.6433
442,63,1,-42.3,0.6426
443,34,1,-31.4,0.642
444,73,2,-4.3,0.6413
445,62,4,18.8,0.6407
446,10,0,-41.0,0.64
447,19,0,-53.9,0.6394
448,26,2,13.4,0.6388
449,50,1,-19.0,0.6381
450,11,0,-33.1,0.6375
451,41,2,-18.1,0.6368
452,16,1,-24.6,0.6362
453,7,0,-39.7,0.6356
454,174,12,150.6,0.6349
455,21,0,-61.1,0.6343
456,34,1,-50.4,0.6337
457,6,0,-43.6,0.633
458,10,0,-45.0,0.6324
459,17,0,-38.7,0.6318
460,133,6,40.7,0.6311
461,53,4,46.7,0.6305
462,54,2,2.6,0.6299
463,7,0,-44.7,0.6292
464,10,0,-51.0,0.6286
465,6,0,-38.6,0.628
466,54,2,15.6,0.6274
467,25,0,-32.5,0.6267
468,36,1,-20.6,0.6261
469,89,4,13.1,0.6255
470,10,0,-46.0,0.6249
471,95,6,23.5,0.6242
472,32,2,-27.2,0.6236
473,34,2,7.6,0.623
474,27,2,-14.7,0.6224
475,82,4,39.8,0.6217
476,6,0,-41.6,0.6211
477,28,0,-48.8,0.6205
478,39,3,1.1,0.6199
479,22,1,-27.2,0.6193
480,36,1,-34.6,0.6186
481,58,5,40.2,0.618
482,8,0,-31.8,0.6174
483,51,2,-6.1,0.6168
484,38,1,-12.8,0.6162
485,29,1,-22.9,0.6155
486,7,0,-46.7,0.6149
487,13,0,-32.3,0.6143
488,18,1,-28.8,0.6137
489,29,1,-12.9,0.6131
490,28,1,-7.8,0.6125
491,49,2,-5.9,0.6119
492,34,2,-15.4,0.6113
493,25,1,-9.5,0.6106
494,27,1,-35.7,0.61
495,52,1,-19.2,0.6094
496,34,2,16.6,0.6088
497,32,0,-69.2,0.6082
498,68,4,55.2,0.6076
499,12,0,-36.2,0.607
500,49,4,20.1,0.6064
501,32,1,-24.2,0.6058
502,14,0,-35.4,0.6052
503,7,0,-43.7,0.6046
504,62,1,-35.2,0.604
505,87,2,9.3,0.6034
506,14,0,-38.4,0.6027
507,44,2,-17.4,0.6021
508,23,0,-46.3,0.6015
509,34,1,-14.4,0.6009
510,27,0,-60.7,0.6003
511,24,2,-12.4,0.5997
512,47,2,-7.7,0.5991
513,21,2,-6.1,0.5985
514,15,0,-25.5,0.5979
515,12,0,-54.2,0.5973
516,8,0,-33.8,0.5967
517,6,0,-39.6,0.5962
518,20,0,-41.0,0.5956
519,24,1,-23.4,0.595
520,54,3,24.6,0.5944
521,8,0,-37.8,0.5938
522,49,1,-34.9,0.5932
523,69,2,-40.9,0.5926
524,40,3,1.0,0.592
525,7,0,-23.7,0.5914
526,16,0,-54.6,0.5908
